run_id,timestamp,hypothesis,changed_variables,seed,vocab_size,context_length,stride,batch_size,epochs,steps_per_epoch,max_steps,learning_rate,weight_decay,grad_clip,emb_dim,n_heads,n_layers,drop_rate,qkv_bias,ffn_mult,norm_first,norm_eps,activation_name,ffn_dropout_position,attention_impl,tie_embeddings,init_std,final_train_loss,final_val_loss,final_generalization_gap,generalization_gap_delta,train_val_improvement_gap,overfit_score,fit_status,parameter_count,tokens_per_sec,elapsed_sec,device,artifact_dir
35,2026-06-02T21:48:30+00:00,"max_steps=80 seed=134 과적합 완화 단일축 테스트: run 034는 seed=134에서 validation loss를 5.554664까지 낮췄지만 final_generalization_gap=0.047536, overfit_score=0.148410으로 overfit_risk가 되었다. 같은 80-step 설정에서 weight_decay만 0.01에서 0.02로 올리면, train loss 과도 개선을 억제해 validation 성능을 유지하면서 gap과 overfit_score를 낮출 수 있는지 확인한다.","{""weight_decay"": 0.02}",134,600,48,,8,4.0,20,80,0.0003,0.02,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.507203578948975,5.554707686106364,0.04750410715738962,0.050405542055766084,0.050405542055766084,0.1483151912689218,overfit_risk,478976,29799.47438419806,0.9986753328703344,mps,docs/train/runs/run_035_artifacts
36,2026-06-02T21:53:32+00:00,"max_steps=80 seed=134 learning_rate 완화 단일축 테스트: run 034와 run 035는 validation loss가 5.55대까지 내려갔지만 train loss가 빠르게 낮아지며 gap≈0.0475, overfit_score≈0.148의 overfit_risk를 반복했다. weight_decay=0.02는 거의 효과가 없었으므로, 이번에는 weight_decay를 0.01로 되돌리고 learning_rate만 0.0003에서 0.00025로 낮춰 긴 학습의 train 편향을 완화할 수 있는지 확인한다.","{""learning_rate"": 0.00025}",134,600,48,,8,4.0,20,80,0.00025,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.542137503623962,5.575037797292073,0.03290029366811087,0.035801728566487334,0.035801728566487334,0.10450375080108554,generalizing,478976,28571.483429499123,1.0415980000980198,mps,docs/train/runs/run_036_artifacts
37,2026-06-02T21:58:48+00:00,"max_steps=80 seed=134 learning_rate 중간값 균형 테스트: run 034는 learning_rate=0.0003에서 final_val_loss=5.554664로 강했지만 overfit_risk였고, run 036은 learning_rate=0.00025에서 generalizing으로 회복했지만 final_val_loss가 5.575038로 악화되었다. 같은 설정에서 learning_rate만 0.000275로 두면, 0.0003의 validation 성능을 일부 유지하면서 0.00025가 보여준 gap/overfit_score 완화 효과를 얻을 수 있는지 확인한다.","{""learning_rate"": 0.000275}",134,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.524239540100098,5.5632913907368975,0.039051850636799834,0.0419532855351763,0.0419532855351763,0.12295842170715243,generalizing,478976,33540.6598385011,0.8872812921181321,mps,docs/train/runs/run_037_artifacts
38,2026-06-02T22:03:35+00:00,"learning_rate=0.000275 seed=202 강건성 검증: seed=134에서는 learning_rate=0.000275가 0.0003의 과적합 위험과 0.00025의 validation 손실 사이에서 중간 균형을 만들었다. 같은 max_steps=80 + context_length=48 + quick_gelu + sdpa 기준을 seed=202에 적용하면, best run033의 낮은 validation loss를 유지하면서 generalization gap과 overfit_score를 더 낮추거나 안정화할 수 있는지 확인한다.","{""seed"": 202}",202,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.5601924657821655,5.563548405965169,0.0033559401830034474,0.012953042984008789,0.012953042984008789,0.029262026151021026,generalizing,478976,30799.587437624352,0.9662467089947313,mps,docs/train/runs/run_038_artifacts
39,2026-06-02T22:08:33+00:00,"learning_rate=0.000275 seed=151 평균 후보 검증: seed=134와 seed=202에서 learning_rate=0.000275는 max_steps=80 조건의 과적합 위험을 줄이면서 generalizing을 유지했다. 같은 설정을 seed=151에 반복하면, 0.000275가 특정 seed 보정이 아니라 세 seed 평균에서 안정적인 learning_rate 후보인지 판단할 수 있다.","{""seed"": 151}",151,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.537592887878418,5.561801274617513,0.024208386739094756,0.02236008644104004,0.02236008644104004,0.06892855962117483,generalizing,478976,23434.707752632366,1.2699112920090556,mps,docs/train/runs/run_039_artifacts
40,2026-06-02T22:16:56+00:00,"drop_rate=0.12 seed=134 과적합 완화 테스트: run034는 learning_rate=0.0003, max_steps=80에서 validation loss는 5.554664로 강했지만 gap=0.047536, overfit_score=0.148410의 overfit_risk가 되었다. weight_decay=0.02는 거의 효과가 없었고, learning_rate=0.000275는 안정적이지만 validation loss가 약간 밀렸다. 따라서 learning_rate=0.0003의 낮은 validation 후보를 유지한 채 drop_rate만 0.10에서 0.12로 아주 작게 올리면 train 쪽 과도 적합을 줄이면서 low-loss 영역을 보존할 수 있는지 확인한다.","{""drop_rate"": 0.12}",134,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.510094881057739,5.554825623830159,0.04473074277241995,0.047632177670796416,0.047632177670796416,0.13999509811401278,generalizing,478976,28259.000813938168,1.0531157911755145,mps,docs/train/runs/run_040_artifacts
41,2026-06-02T22:19:01+00:00,"max_steps=70 seed=134 학습 길이 경계 테스트: run030의 max_steps=60은 seed=134에서 generalizing을 유지했지만 final_val_loss=5.588833으로 아직 덜 학습된 신호가 있었고, run034의 max_steps=80은 final_val_loss=5.554664까지 좋아졌지만 gap=0.047536, overfit_score=0.148410의 overfit_risk가 되었다. run040의 drop_rate=0.12는 validation을 거의 유지하며 status를 generalizing으로 되돌렸지만 gap과 overfit_score 감소폭은 작았다. 따라서 dropout을 더 건드리기 전에 max_steps만 70으로 줄이면, 80-step의 낮은 validation 이득을 상당 부분 유지하면서 seed=134의 과적합 신호를 줄일 수 있는지 확인한다.","{""effective_max_steps"": ""70"", ""epochs"": ""3.5""}",134,600,48,,8,3.5,20,70,0.0003,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.533980846405029,5.569135665893555,0.03515481948852539,0.038056254386901855,0.038056254386901855,0.1112673282623291,generalizing,478976,27815.8522026886,0.940470915986225,mps,docs/train/runs/run_041_artifacts
42,2026-06-02T22:24:10+00:00,"learning_rate=0.000275 + drop_rate=0.12 seed=134 결합 테스트: run037은 learning_rate=0.000275에서 run034의 overfit_risk를 피하며 final_val_loss=5.563291, gap=0.039052, overfit_score=0.122958을 만들었고, run040은 learning_rate=0.0003에서 drop_rate=0.12를 적용해 validation을 거의 유지했지만 overfit_score 감소폭은 작았다. 따라서 안정 learning rate 계열인 0.000275 위에서 drop_rate만 0.10에서 0.12로 올리면, validation 손실을 크게 늘리지 않으면서 overfit_score를 0.10 이하로 낮출 수 있는지 확인한다.","{""drop_rate"": 0.12}",134,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.526726603507996,5.563780466715495,0.03705386320749948,0.03995529810587595,0.03995529810587595,0.11696445941925138,generalizing,478976,31011.98080162986,0.9596291249617934,mps,docs/train/runs/run_042_artifacts
43,2026-06-02T22:29:08+00:00,"learning_rate=0.0003 max_steps=80 seed=151 평균 후보 보완 테스트: run033은 seed=202에서 final_val_loss=5.553315, gap=0.010401, overfit_score=0.050397로 현재 best를 만들었고, run034는 seed=134에서 비슷한 validation loss를 얻었지만 overfit_risk가 되었다. seed=151은 아직 learning_rate=0.0003, max_steps=80 조합으로 직접 확인하지 않았다. 같은 설정을 seed=151에 적용하면 0.0003/80-step 계열이 평균적으로 낮은 validation을 만드는지, 아니면 seed에 따라 과적합 위험이 너무 큰지 판단할 수 있다.","{""drop_rate"": 0.1, ""learning_rate"": 0.0003, ""seed"": 151}",151,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,none,sdpa,True,0.02,5.519646525382996,5.553295294443767,0.03364876906077097,0.03180046876271625,0.03180046876271625,0.09724970658620347,generalizing,478976,30639.392699826676,0.9712986249942333,mps,docs/train/runs/run_043_artifacts
44,2026-06-02T22:34:06+00:00,"gelu_exact activation 단일축 재검증: run043에서 learning_rate=0.0003, max_steps=80, seed=151은 final_val_loss=5.553295로 run033과 거의 같은 최상위 validation을 만들었지만 gap=0.033649, overfit_score=0.097250으로 low-risk까지는 내려가지 않았다. 같은 학습 조건에서 activation_name만 quick_gelu에서 gelu_exact로 바꾸면, GELU 근사 대신 정확한 GELU 곡선이 train 쪽 과도한 sharpness를 조금 줄여 validation과 overfit_score 균형을 개선할 수 있는지 확인한다.","{""activation_name"": ""gelu_exact""}",151,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.519706606864929,5.553210894266765,0.03350428740183542,0.0316622257232666,0.0316622257232666,0.09682873884836862,generalizing,478976,29798.967098162433,0.9986923339311033,mps,docs/train/runs/run_044_artifacts
45,2026-06-02T22:39:47+00:00,"best seed=202에서 gelu_exact activation 단일축 검증: run044에서 seed=151은 quick_gelu 대비 gelu_exact가 final_val_loss와 overfit_score를 아주 작게 개선했다. 현재 best인 run033은 seed=202, learning_rate=0.0003, max_steps=80, quick_gelu 조건에서 final_val_loss=5.553315, gap=0.010401, overfit_score=0.050397을 만들었다. 같은 best 조건에서 activation_name만 gelu_exact로 바꾸면, seed=151에서 보인 미세한 개선이 seed=202에서도 재현되어 best 후보를 갱신할 수 있는지 확인한다.","{""activation_name"": ""gelu_exact""}",202,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.542949199676514,5.553322792053223,0.010373592376708984,0.019944826761881806,0.019944826761881806,0.0502632459004726,generalizing,478976,30475.25162654971,0.9765300829894841,mps,docs/train/runs/run_045_artifacts
46,2026-06-02T22:44:13+00:00,"seed=134 과적합 구간에서 gelu_exact activation 단일축 검증: run034는 learning_rate=0.0003, max_steps=80, seed=134, quick_gelu 조건에서 final_val_loss=5.554664까지 낮아졌지만 gap=0.047536, overfit_score=0.148410으로 overfit_risk가 되었다. 반면 run044(seed=151)와 run045(seed=202)에서는 같은 저손실 계열에서 gelu_exact가 quick_gelu 대비 validation 또는 overfit_score를 아주 작게 개선했다. 따라서 run034와 동일한 seed=134 조건에서 activation_name만 gelu_exact로 바꾸면 낮은 validation은 유지하면서 train 쪽 과도 적합 신호를 줄일 수 있는지 확인한다.","{""activation_name"": ""gelu_exact""}",134,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.50708544254303,5.554612954457601,0.04752751191457083,0.050415237744648955,0.050415237744648955,0.14835798740386874,overfit_risk,478976,31250.53190244882,0.9523037909530103,mps,docs/train/runs/run_046_artifacts
47,2026-06-02T22:49:08+00:00,"seed=134 저손실 과적합 구간에서 FFN dropout 위치 단일축 검증: run034와 run046은 learning_rate=0.0003, max_steps=80, seed=134 조건에서 final_val_loss를 5.55대까지 낮췄지만 gap≈0.0475, overfit_score≈0.148의 overfit_risk를 반복했다. weight_decay 증가와 gelu_exact 교체는 거의 효과가 없었고, drop_rate=0.12는 약하게만 완화했다. 따라서 기존 구조 순서는 유지한 채 ffn_dropout_position만 none에서 after_activation으로 바꾸면, FFN hidden activation 직후에 regularization이 걸려 train 쪽 과도 적합을 줄이면서 낮은 validation loss를 유지할 수 있는지 확인한다.","{""ffn_dropout_position"": ""after_activation""}",134,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,after_activation,sdpa,True,0.02,5.507611155509949,5.55439821879069,0.04678706328074167,0.049688498179118135,0.049688498179118135,0.14616405963897794,generalizing,478976,31249.937131050952,0.9523219158872962,mps,docs/train/runs/run_047_artifacts
48,2026-06-02T22:54:19+00:00,"learning_rate=0.000275 안정화 계열에서 FFN dropout 위치 결합 검증: run037은 seed=134에서 learning_rate를 0.000275로 낮추자 run034의 overfit_risk를 generalizing으로 되돌렸지만 gap=0.039052, overfit_score=0.122958로 아직 medium-risk에 가까웠다. run047은 높은 learning_rate=0.0003 조건에서 ffn_dropout_position=after_activation이 validation을 유지하며 overfit_score를 0.148에서 0.146으로 아주 작게 낮췄다. 따라서 run037과 같은 안정 learning_rate 조건에서 ffn_dropout_position만 after_activation으로 바꾸면, validation 손실을 크게 늘리지 않고 gap과 overfit_score를 더 낮출 수 있는지 확인한다.","{""ffn_dropout_position"": ""after_activation""}",134,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.1,False,4,False,1e-05,quick_gelu,after_activation,sdpa,True,0.02,5.52458393573761,5.563193480173747,0.03860954443613718,0.04151097933451364,0.04151097933451364,0.12163150310516446,generalizing,478976,28571.335994555273,1.0416033749934286,mps,docs/train/runs/run_048_artifacts
49,2026-06-02T22:59:05+00:00,"learning_rate=0.000275 + drop_rate=0.12 안정 조합에서 norm_eps=1e-4 단일축 검증: run042는 seed=134에서 learning_rate=0.000275와 drop_rate=0.12를 결합해 final_val_loss=5.563780, gap=0.037054, overfit_score=0.116964로 run037보다 과적합 신호를 낮췄다. run048의 ffn_dropout_position=after_activation은 validation은 약간 좋았지만 overfit_score가 0.121632로 run042보다 높았다. 따라서 run042 조건을 기준으로 norm_eps만 1e-5에서 1e-4로 키우면 LayerNorm 분모 안정화가 train 쪽 sharp fitting을 조금 완화해 validation을 유지하면서 gap과 overfit_score를 더 낮출 수 있는지 확인한다.","{""norm_eps"": 0.0001}",134,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.12,False,4,False,0.0001,quick_gelu,none,sdpa,True,0.02,5.526736855506897,5.5637868245442705,0.037049969037373565,0.03994405269622803,0.03994405269622803,0.11693807442982962,generalizing,478976,29283.706601207632,1.0162647920660675,mps,docs/train/runs/run_049_artifacts
50,2026-06-02T23:05:16+00:00,"현재 best run45 위에서 drop_rate=0.12 단일축 검증: run45는 seed=202, learning_rate=0.0003, max_steps=80, gelu_exact 조건에서 final_val_loss=5.553323, gap=0.010374, overfit_score=0.050263으로 현재 best다. 최근 seed=134 실험들은 drop_rate=0.12가 validation을 크게 해치지 않으면서 overfit_score를 아주 약하게 낮추는 경향을 보였다. 따라서 run45와 동일한 조건에서 drop_rate만 0.10에서 0.12로 올리면 낮은 validation을 유지하면서 gap과 overfit_score를 더 낮춰 best 후보를 갱신할 수 있는지 확인한다.","{""drop_rate"": 0.12}",202,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.54661238193512,5.553958892822266,0.007346510887145996,0.016917745272318818,0.016917745272318818,0.04118200143178363,generalizing,478976,28164.19446572996,1.0566607909277081,mps,docs/train/runs/run_050_artifacts
51,2026-06-02T23:09:04+00:00,"새 best run50 조합의 seed=151 재현성 검증: run50은 seed=202, learning_rate=0.0003, max_steps=80, gelu_exact, drop_rate=0.12 조건에서 final_val_loss=5.553959, gap=0.007347, overfit_score=0.041182로 새 best가 되었다. 같은 seed=151 계열의 run44는 gelu_exact와 drop_rate=0.10에서 final_val_loss=5.553211로 validation은 아주 좋았지만 gap=0.033504, overfit_score=0.096829로 low-risk까지는 아니었다. 따라서 run50과 동일한 저손실 조합에서 seed만 151로 바꾸면, drop_rate=0.12가 seed=202 특이 개선이 아니라 seed=151에서도 validation을 유지하면서 gap과 overfit_score를 낮추는지 확인할 수 있다.","{""seed"": 151}",151,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.523468613624573,5.553611596425374,0.0301429828008013,0.02830092112223248,0.02830092112223248,0.08674482504526626,generalizing,478976,29790.41848924759,0.9989789170213044,mps,docs/train/runs/run_051_artifacts
52,2026-06-02T23:14:00+00:00,"seed=134 저손실 과적합 구간에서 gelu_exact + drop_rate=0.12 결합 검증: run046은 seed=134, learning_rate=0.0003, max_steps=80, gelu_exact, drop_rate=0.10 조건에서 final_val_loss=5.554613으로 저손실을 유지했지만 gap=0.047528, overfit_score=0.148358로 overfit_risk였다. run050과 run051은 같은 gelu_exact 저손실 계열에서 drop_rate=0.12가 seed=202와 seed=151의 overfit_score를 낮추는 방향을 보였다. 따라서 run046과 동일한 seed=134 조건에서 drop_rate만 0.12로 올리면, 어려운 seed에서도 validation을 유지하면서 gap과 overfit_score를 낮춰 이 조합을 세 seed 평균 후보로 승격할 수 있는지 확인한다.","{""drop_rate"": 0.12}",134,600,48,,8,4.0,20,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.510072708129883,5.554793834686279,0.044721126556396484,0.04760885238647461,0.04760885238647461,0.1399388313293457,generalizing,478976,28960.588819073047,1.0276034160051495,mps,docs/train/runs/run_052_artifacts
53,2026-06-02T23:19:05+00:00,"seed=134 gelu_exact + drop_rate=0.12 조건에서 learning_rate=0.000275 안정화 검증: run052는 seed=134, gelu_exact, drop_rate=0.12, learning_rate=0.0003, max_steps=80 조건에서 final_val_loss=5.554794로 저손실을 유지했지만 gap=0.044721, overfit_score=0.139939로 여전히 train 편향이 컸다. run037/run042는 learning_rate=0.000275가 seed134의 과적합 신호를 낮추는 가장 일관된 축임을 보여줬다. 따라서 run052와 동일한 함수/regularization 조합에서 learning_rate만 0.000275로 낮추면 validation 손실을 크게 늘리지 않으면서 gap과 overfit_score를 안정적으로 낮출 수 있는지 확인한다.","{""learning_rate"": 0.000275}",134,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.526697516441345,5.563757101694743,0.03705958525339792,0.039947311083476045,0.039947311083476045,0.11695420742035001,generalizing,478976,29261.27570577581,1.0170438329223543,mps,docs/train/runs/run_053_artifacts
54,2026-06-02T23:24:18+00:00,"seed=151에서 learning_rate=0.000275 + drop_rate=0.12 + gelu_exact 안정 후보 검증: run051은 seed=151, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 final_val_loss=5.553612로 저손실을 유지했지만 gap=0.030143, overfit_score=0.086745로 medium risk였다. run053은 seed=134에서 learning_rate=0.000275가 validation을 일부 희생하더라도 gap과 overfit_score를 안정화한다는 것을 보였다. 따라서 seed=151에서도 run051과 동일한 함수/regularization 조합에서 learning_rate만 0.000275로 낮추면, validation 손실을 크게 키우지 않으면서 overfit_score를 더 낮춰 안정 평균 후보가 될 수 있는지 확인한다.","{""learning_rate"": 0.000275}",151,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.540651798248291,5.562357584635417,0.021705786387125947,0.01986372470855713,0.01986372470855713,0.061433235804240205,generalizing,478976,28087.99979138207,1.059527208097279,mps,docs/train/runs/run_054_artifacts
55,2026-06-02T23:29:48+00:00,"seed=202에서 learning_rate=0.000275 + drop_rate=0.12 + gelu_exact 안정 경로 검증: run050은 seed=202, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 현재 best(final_val_loss=5.553959, gap=0.007347, overfit_score=0.041182)를 만들었다. run053/run054는 seed134/151에서 learning_rate=0.000275가 validation을 일부 희생하더라도 gap과 overfit_score를 낮춰 안정화한다는 것을 보였다. 따라서 run050과 동일한 함수/regularization 조합에서 learning_rate만 0.000275로 낮추면, seed202에서도 validation 손실 증가를 작게 유지하면서 overfit_score를 더 낮춰 안정 경로의 세 seed 평균 비교를 완성할 수 있는지 확인한다.","{""learning_rate"": 0.000275}",202,600,48,,8,4.0,20,80,0.000275,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.562682151794434,5.564117431640625,0.0014352798461914062,0.011006514231364228,0.011006514231364228,0.023448308308919863,generalizing,478976,29536.861328979998,1.0075545830186456,mps,docs/train/runs/run_055_artifacts
56,2026-06-02T23:34:19+00:00,"seed=134 저손실 경로에서 stride=24 데이터 window 축 검증: run050/run051/run052의 learning_rate=0.0003 + drop_rate=0.12 + gelu_exact 저손실 경로는 세 seed 평균 validation이 안정 경로보다 좋았지만, seed=134 run052는 gap=0.044721, overfit_score=0.139939로 train 편향이 여전히 컸다. 반대로 learning_rate=0.000275 안정 경로는 overfit_score를 낮췄지만 validation을 약 0.009 올렸다. 따라서 run052와 동일한 모델/함수/학습률 조건에서 stride만 null에서 24로 줄여 overlapping training windows를 늘리면, 구조를 바꾸지 않고 데이터 노출 다양성을 늘려 validation 손실을 유지하면서 seed134의 gap과 overfit_score를 낮출 수 있는지 확인한다.","{""stride"": 24}",134,600,48,24,8,2.051282,39,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.573354721069336,5.557267347971599,-0.016087373097737334,-0.028792341550190947,-0.028792341550190947,0.0,generalizing,478976,22996.024087294878,1.3275338329840451,mps,docs/train/runs/run_056_artifacts
57,2026-06-02T23:43:38+00:00,"seed=151 저손실 경로에서 stride=24 재현성 검증: run056은 seed=134에서 stride를 null에서 24로 줄이자 final_val_loss=5.557267로 저손실 범위를 유지하면서 gap=-0.016087, overfit_score=0.0까지 낮춰 overfit-aware best가 되었다. run051은 seed=151, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 final_val_loss=5.553612로 pure validation은 뛰어났지만 gap=0.030143, overfit_score=0.086745로 아직 train 편향이 남아 있었다. 따라서 run051과 동일한 모델/함수/학습 조건에서 stride만 24로 줄이면, seed151에서도 validation을 크게 잃지 않으면서 gap과 overfit_score를 낮춰 stride=24가 seed134 특이 효과가 아니라 평균적으로 유효한 데이터 window 축인지 확인할 수 있다.","{""stride"": 24}",151,600,48,24,8,2.051282,39,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.574132084846497,5.555843353271484,-0.018288731575012207,-0.02496091524759958,-0.02496091524759958,0.0,generalizing,478976,29451.594522594547,1.0365482920315117,mps,docs/train/runs/run_057_artifacts
58,2026-06-02T23:49:25+00:00,"seed=202 저손실 경로에서 stride=24 세 번째 seed 검증: run056(seed134)과 run057(seed151)은 learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 stride를 24로 줄였을 때 validation 손실을 저손실 범위에 유지하면서 final_generalization_gap을 음수로 만들고 overfit_score를 0.0까지 낮췄다. run050은 seed=202의 기존 stride=null 저손실 best로 final_val_loss=5.553959, gap=0.007347, overfit_score=0.041182를 보였다. 따라서 run050과 동일한 모델/함수/학습 조건에서 stride만 24로 줄이면, seed202에서도 validation을 크게 잃지 않으면서 gap과 overfit_score를 낮춰 stride=24를 세 seed 평균 기본 후보로 승격할 수 있는지 확인한다.","{""stride"": 24}",202,600,48,24,8,2.051282,39,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.563153982162476,5.5566205978393555,-0.006533384323120117,-0.005285342534382842,-0.005285342534382842,0.0,generalizing,478976,30616.952440724384,0.9970946670509875,mps,docs/train/runs/run_058_artifacts
59,2026-06-02T23:54:39+00:00,"stride=24 안정 후보 위에서 context_length=64 문맥 확장 검증: run056, run057, run058은 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 세 seed 모두 overfit_score=0.0을 만들었다. 그중 run057(seed151)은 final_val_loss=5.555843, gap=-0.018289로 현재 overfit-aware best다. 따라서 run057을 기준으로 Transformer 구조와 모델 크기는 유지하고 context_length를 48에서 64로 늘리며 stride도 24에서 32로 비례 조정하면, 50% overlap 데이터 window의 안정성은 유지하면서 더 긴 문맥이 validation loss를 더 낮출 수 있는지 확인한다.","{""context_length"": 64, ""stride"": 32}",151,600,64,32,8,2.758621,29,80,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.546812176704407,5.6005859375,0.05377376079559326,0.04318797588348389,0.04318797588348389,0.14014971256256104,generalizing,481024,45086.692992091055,0.9084720409009606,mps,docs/train/runs/run_059_artifacts
60,2026-06-02T23:59:37+00:00,"context_length=64 실패 이후 best window로 복귀한 max_steps=90 단일축 검증: run059는 context_length=64, stride=32가 final_val_loss=5.600586, gap=0.053774, overfit_score=0.140150으로 악화되어 더 긴 문맥이 현재 corpus와 80-step 조건에서 안정적이지 않다는 신호를 줬다. 반면 run056, run057, run058의 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact 계열은 세 seed 모두 overfit_score=0.0을 유지했다. 따라서 현재 overfit-aware best인 run057(seed151) 설정으로 되돌리고 max_steps만 80에서 90으로 늘리면, 안정적인 overlapping window 위에서 추가 optimization이 validation을 더 낮추는지 또는 train-only 개선으로 gap을 다시 키우는지 분리해 확인할 수 있다.","{""effective_max_steps"": ""90"", ""epochs"": ""2.307692""}",151,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.56133234500885,5.551509380340576,-0.009822964668273926,-0.0164951483408613,-0.0164951483408613,0.0,generalizing,478976,29923.583564000914,1.1485255409497768,mps,docs/train/runs/run_060_artifacts
61,2026-06-03T00:04:35+00:00,"run060의 max_steps=90 개선이 seed151 특이 효과인지 확인하는 seed202 반복 검증: run060은 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact 조건에서 max_steps를 80에서 90으로 늘리자 final_val_loss=5.551509, gap=-0.009823, overfit_score=0.0으로 새 best가 되었다. 다만 run060은 seed151 한 번의 결과이므로, 같은 구조와 학습 조건에서 seed만 202로 바꾸면 max_steps=90이 안정적인 추가 optimization인지, 또는 seed151에서만 validation이 운 좋게 내려간 것인지 확인할 수 있다.","{""seed"": 202}",202,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.549840807914734,5.544761975606282,-0.005078832308451631,-0.0038307905197143555,-0.0038307905197143555,0.0,generalizing,478976,30001.00603831017,1.14556158403866,mps,docs/train/runs/run_061_artifacts
62,2026-06-03T00:09:33+00:00,"max_steps=90 후보의 seed134 stress test: run060(seed151)과 run061(seed202)은 context_length=48, stride=24, learning_rate=0.0003, drop_rate=0.12, gelu_exact, max_steps=90 조건에서 각각 final_val_loss=5.551509와 5.544762를 기록했고 overfit_score=0.0을 유지했다. 하지만 seed134는 이전 run052에서 같은 저손실 계열이 gap=0.044721, overfit_score=0.139939까지 커졌던 가장 까다로운 seed다. 따라서 run061의 구조와 학습 조건을 유지하고 seed만 134로 바꾸면, max_steps=90과 stride=24 조합이 어려운 seed에서도 과적합 없이 validation을 개선하는지 확인할 수 있다.","{""seed"": 134}",134,600,48,24,8,2.307692,39,90,0.0003,0.01,1.0,128,4,2,0.12,False,4,False,1e-05,gelu_exact,none,sdpa,True,0.02,5.552714228630066,5.546862761179606,-0.005851467450459502,-0.018556435902913115,-0.018556435902913115,0.0,generalizing,478976,29116.244709950406,1.1803719999734312,mps,docs/train/runs/run_062_artifacts
